,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
2280,EIBAR,CELTA,0-0,0-0,2.0,5.1,6.2,50,50,6.0,1.0,8.0,1.0,3.0,38.0,55.0,41.0,14.0,16.0,3.0,1.0,0.0,3.0,3.0,6.0,0.0,3.0,38.0,57.0,26.0,28.0,13.0,4.0,0.0,0.0,0,0,0,0,2020
2281,GRANADA,ATHLETIC,2-0,0-0,3.5,6.7,5.6,40,60,2.0,2.0,4.0,0.0,1.0,22.0,69.0,22.0,28.0,8.0,3.0,0.0,0.0,7.0,2.0,9.0,0.0,2.0,31.0,77.0,25.0,11.0,10.0,4.0,0.0,0.0,2,0,0,2,2020
2282,CÁDIZ CF,OSASUNA,0-2,0-1,3.6,5.5,6.2,53,47,7.0,3.0,12.0,2.0,6.0,16.0,68.0,24.0,11.0,14.0,2.0,0.0,0.0,2.0,4.0,6.0,1.0,2.0,26.0,61.0,42.0,18.0,21.0,2.0,0.0,0.0,0,2,2,0,2020
2283,ALAVÉS,REAL BETIS,0-1,0-0,4.1,5.6,6.6,42,58,3.0,2.0,7.0,2.0,6.0,26.0,76.0,23.0,10.0,19.0,3.0,0.0,0.0,5.0,4.0,11.0,2.0,4.0,23.0,78.0,7.0,10.0,17.0,3.0,0.0,0.0,0,1,1,0,2020
2284,VALLADOLID,REAL SOCIEDAD,1-1,1-0,3.9,5.8,6.2,40,60,5.0,3.0,8.0,0.0,5.0,18.0,66.0,21.0,17.0,15.0,4.0,0.0,0.0,6.0,2.0,8.0,0.0,3.0,29.0,75.0,25.0,19.0,17.0,1.0,0.0,0.0,1,1,1,1,2020
2285,VILLARREAL,HUESCA,1-1,0-1,4.9,6.1,6.8,66,34,7.0,4.0,15.0,4.0,6.0,21.0,86.0,13.0,11.0,10.0,1.0,0.0,0.0,4.0,3.0,10.0,3.0,6.0,11.0,75.0,15.0,26.0,22.0,1.0,0.0,0.0,1,1,1,1,2020
2286,VALENCIA,LEVANTE,4-2,2-2,9.5,7.0,5.3,44,56,4.0,8.0,14.0,2.0,3.0,13.0,80.0,15.0,16.0,9.0,1.0,0.0,0.0,9.0,8.0,19.0,2.0,4.0,24.0,86.0,12.0,9.0,14.0,3.0,0.0,0.0,4,2,2,4,2020
2287,ATLETICO MADRID,SEVILLA FC,2-0,1-0,4.3,6.8,6.2,34,66,0.0,4.0,5.0,1.0,3.0,12.0,82.0,11.0,29.0,14.0,2.0,0.0,0.0,7.0,2.0,13.0,4.0,12.0,21.0,90.0,8.0,8.0,11.0,0.0,0.0,0.0,2,0,0,2,2020
2288,REAL MADRID,GETAFE,2-0,0-0,3.7,6.9,5.5,68,32,7.0,4.0,14.0,3.0,8.0,26.0,85.0,12.0,9.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,25.0,65.0,9.0,16.0,16.0,1.0,0.0,0.0,2,0,0,2,2020
2289,BARCELONA,ELCHE,3-0,0-0,4.4,7.6,5.4,65,35,1.0,5.0,9.0,3.0,6.0,12.0,91.0,9.0,6.0,8.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,3.0,11.0,84.0,5.0,17.0,8.0,0.0,0.0,0.0,3,0,0,3,2020
2290,VILLARREAL,EIBAR,2-1,0-0,5.6,6.7,5.6,58,42,6.0,8.0,14.0,0.0,4.0,24.0,78.0,22.0,20.0,5.0,1.0,0.0,0.0,6.0,4.0,12.0,2.0,3.0,19.0,71.0,17.0,13.0,12.0,1.0,0.0,0.0,2,1,1,2,2020
2291,GETAFE,OSASUNA,1-0,0-0,2.6,5.7,5.4,55,45,4.0,1.0,7.0,2.0,4.0,35.0,65.0,33.0,12.0,19.0,4.0,0.0,0.0,6.0,3.0,10.0,1.0,1.0,26.0,56.0,43.0,22.0,13.0,2.0,0.0,0.0,1,0,0,1,2020
2292,CELTA,VALENCIA,2-1,1-0,6.5,6.7,5.7,51,49,10.0,6.0,23.0,7.0,6.0,16.0,82.0,11.0,24.0,12.0,3.0,0.0,0.0,4.0,3.0,9.0,2.0,6.0,14.0,82.0,17.0,14.0,13.0,1.0,0.0,0.0,2,1,1,2,2020
2293,HUESCA,CÁDIZ CF,0-2,0-1,3.4,5.3,7.2,71,29,3.0,1.0,4.0,1.0,2.0,25.0,86.0,18.0,11.0,18.0,3.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,20.0,63.0,15.0,13.0,23.0,3.0,0.0,0.0,0,2,2,0,2020
2294,REAL BETIS,VALLADOLID,2-0,2-0,4.1,7.0,5.2,56,44,6.0,6.0,16.0,4.0,5.0,20.0,81.0,17.0,17.0,18.0,3.0,0.0,0.0,3.0,2.0,9.0,4.0,3.0,21.0,76.0,13.0,10.0,10.0,0.0,0.0,0.0,2,0,0,2,2020
2295,GRANADA,ALAVÉS,2-1,1-1,5.3,6.6,5.6,56,44,5.0,3.0,10.0,2.0,4.0,27.0,76.0,22.0,18.0,9.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,25.0,68.0,20.0,15.0,12.0,3.0,0.0,0.0,2,1,1,2,2020
2296,REAL SOCIEDAD,REAL MADRID,0-0,0-0,2.7,6.0,6.8,32,68,4.0,1.0,6.0,1.0,1.0,12.0,76.0,10.0,26.0,17.0,2.0,0.0,0.0,5.0,4.0,16.0,7.0,11.0,21.0,89.0,17.0,8.0,12.0,2.0,0.0,0.0,0,0,0,0,2020
2297,ATHLETIC,BARCELONA,2-3,1-2,8.8,5.4,7.9,43,57,4.0,3.0,8.0,1.0,3.0,22.0,85.0,7.0,17.0,10.0,2.0,0.0,0.0,4.0,9.0,13.0,0.0,4.0,18.0,90.0,9.0,9.0,6.0,1.0,0.0,0.0,2,3,3,2,2020
2298,LEVANTE,ATLETICO MADRID,1-1,1-1,4.7,6.6,6.5,36,64,3.0,4.0,7.0,0.0,1.0,9.0,77.0,5.0,40.0,10.0,1.0,0.0,0.0,6.0,6.0,14.0,2.0,8.0,26.0,83.0,11.0,7.0,10.0,3.0,0.0,0.0,1,1,1,1,2020
2299,SEVILLA FC,ELCHE,2-0,1-0,5.2,7.0,5.6,67,33,5.0,8.0,13.0,1.0,4.0,10.0,90.0,13.0,15.0,9.0,2.0,0.0,0.0,3.0,5.0,11.0,3.0,1.0,18.0,82.0,16.0,11.0,8.0,1.0,0.0,0.0,2,0,0,2,2020
2300,ALAVÉS,GETAFE,0-0,0-0,2.0,5.5,6.4,47,53,8.0,1.0,9.0,1.0,1.0,30.0,55.0,35.0,14.0,13.0,2.0,0.0,0.0,6.0,4.0,11.0,1.0,5.0,31.0,65.0,23.0,23.0,13.0,2.0,0.0,0.0,0,0,0,0,2020
2301,VALENCIA,HUESCA,1-1,1-0,4.4,5.6,7.0,48,52,2.0,2.0,5.0,1.0,4.0,22.0,77.0,16.0,28.0,14.0,0.0,0.0,0.0,9.0,4.0,17.0,4.0,4.0,24.0,83.0,20.0,18.0,20.0,1.0,0.0,0.0,1,1,1,1,2020
2302,ELCHE,REAL SOCIEDAD,0-3,0-0,6.1,4.7,7.9,40,60,2.0,2.0,5.0,1.0,2.0,15.0,76.0,13.0,45.0,11.0,3.0,0.0,0.0,7.0,7.0,27.0,13.0,11.0,29.0,86.0,21.0,11.0,12.0,1.0,0.0,0.0,0,3,3,0,2020
2303,REAL BETIS,REAL MADRID,2-3,2-1,8.7,5.1,6.8,46,54,5.0,5.0,15.0,5.0,8.0,18.0,82.0,12.0,12.0,9.0,5.0,0.0,1.0,7.0,4.0,11.0,1.0,3.0,24.0,86.0,12.0,10.0,10.0,2.0,0.0,0.0,2,3,3,2,2020
2304,OSASUNA,LEVANTE,1-3,1-1,5.9,4.5,6.7,40,60,4.0,4.0,8.0,1.0,3.0,19.0,62.0,22.0,16.0,15.0,2.0,0.0,0.0,5.0,5.0,11.0,1.0,7.0,25.0,72.0,23.0,14.0,16.0,0.0,0.0,0.0,1,3,3,1,2020
2305,EIBAR,ATHLETIC,1-2,0-1,5.3,5.3,6.5,49,51,6.0,1.0,7.0,0.0,5.0,30.0,63.0,35.0,23.0,15.0,1.0,0.0,0.0,3.0,5.0,9.0,1.0,4.0,25.0,63.0,44.0,22.0,12.0,0.0,0.0,0.0,1,2,2,1,2020
2306,ATLETICO MADRID,GRANADA,6-1,1-0,8.2,7.9,4.3,55,45,7.0,10.0,17.0,0.0,1.0,20.0,84.0,20.0,21.0,16.0,3.0,0.0,0.0,3.0,6.0,11.0,2.0,1.0,17.0,75.0,22.0,12.0,14.0,1.0,0.0,0.0,6,1,1,6,2020
2307,VALLADOLID,CELTA,1-1,0-1,4.0,6.2,6.2,54,46,5.0,4.0,10.0,1.0,4.0,32.0,74.0,10.0,8.0,26.0,3.0,0.0,0.0,3.0,1.0,5.0,1.0,1.0,24.0,71.0,21.0,32.0,17.0,4.0,0.0,0.0,1,1,1,1,2020
2308,CÁDIZ CF,SEVILLA FC,1-3,0-0,6.8,5.1,6.9,24,76,6.0,5.0,12.0,1.0,6.0,12.0,61.0,21.0,14.0,9.0,4.0,0.0,0.0,7.0,5.0,14.0,2.0,5.0,19.0,91.0,15.0,20.0,14.0,2.0,0.0,0.0,1,3,3,1,2020
2309,BARCELONA,VILLARREAL,4-0,4-0,5.7,8.7,4.1,56,44,3.0,9.0,17.0,5.0,8.0,14.0,89.0,5.0,16.0,9.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,4.0,9.0,85.0,6.0,7.0,10.0,1.0,0.0,0.0,4,0,0,4,2020
2310,REAL SOCIEDAD,VALENCIA,0-1,0-0,3.4,5.6,6.5,65,35,5.0,3.0,11.0,3.0,9.0,19.0,83.0,22.0,8.0,16.0,1.0,0.0,0.0,1.0,5.0,9.0,3.0,3.0,13.0,71.0,18.0,27.0,15.0,5.0,0.0,0.0,0,1,1,0,2020
2311,GETAFE,REAL BETIS,3-0,3-0,4.6,6.9,5.3,30,70,1.0,4.0,8.0,3.0,1.0,26.0,58.0,18.0,16.0,15.0,4.0,0.0,0.0,4.0,2.0,10.0,4.0,4.0,24.0,84.0,18.0,11.0,17.0,3.0,1.0,0.0,3,0,0,3,2020
2312,HUESCA,ATLETICO MADRID,0-0,0-0,3.1,7.0,5.7,37,63,4.0,3.0,9.0,2.0,5.0,13.0,76.0,17.0,22.0,13.0,1.0,0.0,0.0,7.0,2.0,16.0,7.0,7.0,23.0,86.0,19.0,9.0,10.0,0.0,0.0,0.0,0,0,0,0,2020
2313,VILLARREAL,ALAVÉS,3-1,2-1,5.6,7.3,5.1,59,41,4.0,6.0,10.0,0.0,2.0,24.0,83.0,9.0,10.0,11.0,0.0,0.0,0.0,5.0,3.0,8.0,0.0,0.0,21.0,75.0,21.0,18.0,13.0,2.0,0.0,0.0,3,1,1,3,2020
2314,EIBAR,ELCHE,0-1,0-1,3.1,5.3,6.8,61,39,7.0,4.0,12.0,1.0,3.0,34.0,84.0,18.0,6.0,9.0,2.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,27.0,66.0,19.0,27.0,14.0,2.0,0.0,0.0,0,1,1,0,2020
2315,REAL MADRID,VALLADOLID,1-0,0-0,4.4,6.4,6.1,63,37,6.0,5.0,15.0,4.0,4.0,19.0,87.0,15.0,19.0,11.0,2.0,0.0,0.0,6.0,5.0,11.0,0.0,7.0,22.0,79.0,13.0,20.0,7.0,1.0,0.0,0.0,1,0,0,1,2020
2316,ATHLETIC,CÁDIZ CF,0-1,0-0,3.8,5.2,6.0,72,28,7.0,4.0,13.0,2.0,5.0,20.0,83.0,21.0,11.0,15.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,13.0,59.0,18.0,28.0,16.0,3.0,2.0,0.0,0,1,1,0,2020
2317,SEVILLA FC,LEVANTE,1-0,0-0,3.3,6.5,5.5,65,35,11.0,2.0,16.0,3.0,2.0,16.0,88.0,14.0,7.0,14.0,6.0,0.0,0.0,2.0,1.0,3.0,0.0,4.0,22.0,76.0,9.0,14.0,17.0,2.0,0.0,0.0,1,0,0,1,2020
2318,CELTA,BARCELONA,0-3,0-1,6.2,4.9,7.3,44,56,2.0,3.0,10.0,5.0,3.0,15.0,81.0,5.0,10.0,22.0,5.0,0.0,0.0,2.0,4.0,7.0,1.0,7.0,17.0,86.0,5.0,15.0,10.0,4.0,1.0,0.0,0,3,3,0,2020
2319,GRANADA,OSASUNA,2-0,2-0,3.7,6.3,5.4,40,60,2.0,2.0,9.0,5.0,4.0,25.0,58.0,24.0,23.0,16.0,1.0,0.0,0.0,6.0,3.0,15.0,6.0,4.0,29.0,75.0,26.0,12.0,17.0,4.0,0.0,0.0,2,0,0,2,2020
2320,VALLADOLID,EIBAR,1-2,1-1,6.0,4.7,6.0,53,47,4.0,3.0,9.0,2.0,3.0,23.0,69.0,12.0,15.0,11.0,2.0,0.0,0.0,5.0,5.0,11.0,1.0,4.0,24.0,65.0,23.0,14.0,21.0,3.0,0.0,1.0,1,2,2,1,2020
2321,ATLETICO MADRID,VILLARREAL,0-0,0-0,2.4,6.4,6.9,54,46,7.0,1.0,13.0,6.0,9.0,16.0,87.0,8.0,16.0,11.0,1.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,17.0,84.0,13.0,33.0,7.0,2.0,0.0,0.0,0,0,0,0,2020
2322,REAL SOCIEDAD,GETAFE,3-0,1-0,4.7,7.7,4.4,53,47,2.0,6.0,11.0,3.0,5.0,30.0,69.0,25.0,14.0,21.0,3.0,0.0,0.0,2.0,1.0,5.0,2.0,4.0,26.0,64.0,22.0,18.0,13.0,3.0,0.0,0.0,3,0,0,3,2020
2323,ELCHE,HUESCA,0-0,0-0,2.2,6.3,6.4,51,49,2.0,0.0,2.0,0.0,0.0,19.0,83.0,8.0,21.0,8.0,0.0,0.0,0.0,10.0,4.0,18.0,4.0,5.0,14.0,86.0,8.0,7.0,26.0,2.0,0.0,0.0,0,0,0,0,2020
2324,VALENCIA,REAL BETIS,0-2,0-1,4.5,5.0,7.4,47,53,1.0,2.0,5.0,2.0,4.0,19.0,81.0,17.0,16.0,11.0,2.0,0.0,0.0,6.0,8.0,17.0,3.0,7.0,26.0,84.0,11.0,10.0,14.0,2.0,0.0,0.0,0,2,2,0,2020
2325,OSASUNA,CELTA,2-0,1-0,4.1,6.9,5.5,39,61,8.0,5.0,13.0,1.0,6.0,26.0,69.0,20.0,12.0,19.0,3.0,0.0,0.0,5.0,3.0,9.0,1.0,5.0,25.0,79.0,21.0,20.0,10.0,3.0,0.0,0.0,2,0,0,2,2020
2326,ALAVÉS,ATHLETIC,1-0,0-0,2.8,6.3,5.3,41,59,4.0,3.0,8.0,1.0,0.0,20.0,66.0,23.0,31.0,20.0,1.0,1.0,0.0,7.0,1.0,8.0,1.0,6.0,29.0,74.0,27.0,13.0,17.0,3.0,0.0,0.0,1,0,0,1,2020
2327,LEVANTE,REAL MADRID,0-2,0-1,5.2,5.8,7.3,45,55,6.0,4.0,11.0,1.0,4.0,15.0,81.0,7.0,19.0,14.0,2.0,0.0,0.0,6.0,3.0,13.0,4.0,6.0,25.0,84.0,8.0,14.0,8.0,1.0,0.0,0.0,0,2,2,0,2020
2328,CÁDIZ CF,GRANADA,1-1,0-1,5.5,6.6,6.3,41,59,6.0,4.0,14.0,4.0,2.0,19.0,73.0,20.0,18.0,16.0,2.0,0.0,0.0,4.0,5.0,13.0,4.0,5.0,26.0,79.0,13.0,9.0,16.0,2.0,0.0,0.0,1,1,1,1,2020
2329,BARCELONA,SEVILLA FC,1-1,1-1,5.0,6.6,6.8,54,46,5.0,5.0,12.0,2.0,6.0,21.0,89.0,7.0,2.0,11.0,1.0,0.0,0.0,10.0,1.0,13.0,2.0,5.0,11.0,87.0,11.0,18.0,18.0,1.0,0.0,0.0,1,1,1,1,2020
2330,GRANADA,SEVILLA FC,1-0,0-0,3.8,6.3,5.6,51,49,2.0,3.0,13.0,8.0,5.0,25.0,80.0,14.0,4.0,16.0,4.0,0.0,0.0,3.0,3.0,8.0,2.0,1.0,18.0,79.0,17.0,19.0,11.0,3.0,1.0,0.0,1,0,0,1,2020
2331,CELTA,ATLETICO MADRID,0-2,0-1,5.6,5.5,6.5,52,48,8.0,5.0,15.0,2.0,8.0,7.0,79.0,13.0,9.0,16.0,3.0,0.0,0.0,4.0,4.0,9.0,1.0,4.0,23.0,80.0,14.0,9.0,18.0,4.0,0.0,0.0,0,2,2,0,2020
2332,REAL MADRID,CÁDIZ CF,0-1,0-1,4.0,5.0,7.7,75,25,8.0,2.0,14.0,4.0,4.0,24.0,88.0,15.0,13.0,7.0,2.0,0.0,0.0,9.0,5.0,14.0,0.0,11.0,13.0,58.0,20.0,25.0,5.0,0.0,0.0,0.0,0,1,1,0,2020
2333,GETAFE,BARCELONA,1-0,0-0,3.9,6.8,5.4,27,73,4.0,4.0,9.0,1.0,7.0,17.0,58.0,10.0,9.0,20.0,4.0,0.0,0.0,5.0,1.0,7.0,1.0,2.0,13.0,87.0,22.0,15.0,10.0,3.0,0.0,0.0,1,0,0,1,2020
2334,EIBAR,OSASUNA,0-0,0-0,2.9,6.1,5.6,52,48,1.0,6.0,10.0,3.0,6.0,26.0,63.0,31.0,23.0,14.0,2.0,0.0,0.0,4.0,2.0,8.0,2.0,7.0,33.0,61.0,42.0,25.0,14.0,2.0,1.0,0.0,0,0,0,0,2020
2335,ATHLETIC,LEVANTE,2-0,0-0,4.1,7.0,5.4,52,48,6.0,5.0,14.0,3.0,9.0,28.0,80.0,19.0,15.0,11.0,3.0,0.0,0.0,3.0,1.0,6.0,2.0,3.0,20.0,77.0,9.0,20.0,10.0,1.0,0.0,0.0,2,0,0,2,2020
2336,VILLARREAL,VALENCIA,2-1,1-1,6.2,6.6,5.5,62,38,7.0,6.0,16.0,3.0,3.0,14.0,89.0,7.0,13.0,13.0,3.0,1.0,0.0,5.0,3.0,11.0,3.0,7.0,11.0,83.0,10.0,20.0,8.0,1.0,0.0,0.0,2,1,1,2,2020
2337,HUESCA,VALLADOLID,2-2,0-1,7.2,6.9,5.4,66,34,3.0,7.0,12.0,2.0,3.0,23.0,83.0,24.0,14.0,14.0,1.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,18.0,66.0,16.0,31.0,24.0,2.0,0.0,0.0,2,2,2,2,2020
2338,ALAVÉS,ELCHE,0-2,0-1,4.7,5.1,7.5,46,54,7.0,2.0,13.0,4.0,2.0,19.0,83.0,13.0,15.0,11.0,2.0,0.0,0.0,1.0,3.0,7.0,3.0,6.0,14.0,82.0,7.0,14.0,11.0,5.0,0.0,0.0,0,2,2,0,2020
2339,REAL BETIS,REAL SOCIEDAD,0-3,0-1,5.0,4.3,7.9,55,45,4.0,1.0,7.0,2.0,6.0,18.0,78.0,30.0,11.0,11.0,2.0,0.0,0.0,2.0,5.0,8.0,1.0,2.0,24.0,72.0,20.0,7.0,18.0,1.0,0.0,0.0,0,3,3,0,2020
2340,ELCHE,VALENCIA,2-1,2-0,5.2,7.2,5.7,47,53,0.0,2.0,3.0,1.0,0.0,30.0,83.0,12.0,17.0,15.0,3.0,0.0,0.0,6.0,4.0,14.0,4.0,7.0,17.0,87.0,6.0,8.0,8.0,2.0,0.0,0.0,2,1,1,2,2020
2341,BARCELONA,REAL MADRID,1-3,1-1,7.4,4.8,8.4,52,48,2.0,4.0,10.0,4.0,7.0,16.0,89.0,7.0,12.0,11.0,3.0,0.0,0.0,4.0,9.0,15.0,2.0,7.0,9.0,88.0,7.0,20.0,13.0,2.0,0.0,0.0,1,3,3,1,2020
2342,OSASUNA,ATHLETIC,1-0,0-0,3.3,6.2,5.8,40,60,3.0,2.0,7.0,2.0,2.0,14.0,68.0,36.0,29.0,18.0,3.0,0.0,0.0,4.0,5.0,13.0,4.0,5.0,39.0,76.0,29.0,10.0,10.0,2.0,0.0,0.0,1,0,0,1,2020
2343,SEVILLA FC,EIBAR,0-1,0-1,3.1,6.6,6.6,71,29,14.0,3.0,21.0,4.0,13.0,37.0,86.0,12.0,11.0,11.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,16.0,69.0,29.0,33.0,12.0,3.0,0.0,0.0,0,1,1,0,2020
2344,ATLETICO MADRID,REAL BETIS,2-0,0-0,5.5,7.1,5.7,40,60,6.0,6.0,13.0,1.0,8.0,15.0,76.0,16.0,21.0,19.0,2.0,0.0,0.0,3.0,3.0,12.0,6.0,5.0,18.0,87.0,13.0,10.0,12.0,0.0,0.0,1.0,2,0,0,2,2020
2345,VALLADOLID,ALAVÉS,0-2,0-0,4.2,5.0,7.0,44,56,3.0,1.0,5.0,1.0,2.0,34.0,71.0,15.0,15.0,9.0,1.0,0.0,1.0,8.0,4.0,14.0,2.0,4.0,23.0,78.0,26.0,13.0,7.0,0.0,0.0,0.0,0,2,2,0,2020
2346,CÁDIZ CF,VILLARREAL,0-0,0-0,1.8,6.1,6.5,23,77,4.0,1.0,5.0,1.0,0.0,24.0,65.0,15.0,21.0,15.0,2.0,0.0,0.0,3.0,2.0,7.0,2.0,5.0,20.0,88.0,14.0,17.0,7.0,2.0,0.0,0.0,0,0,0,0,2020
2347,GETAFE,GRANADA,0-1,0-1,2.9,4.9,6.4,65,35,3.0,1.0,10.0,6.0,6.0,38.0,69.0,35.0,9.0,19.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,24.0,44.0,37.0,36.0,23.0,2.0,0.0,0.0,0,1,1,0,2020
2348,REAL SOCIEDAD,HUESCA,4-1,1-0,5.5,7.3,4.9,52,48,6.0,6.0,13.0,1.0,4.0,24.0,80.0,17.0,8.0,12.0,2.0,0.0,0.0,0.0,4.0,6.0,2.0,5.0,30.0,77.0,18.0,12.0,11.0,1.0,0.0,0.0,4,1,1,4,2020
2349,LEVANTE,CELTA,1-1,0-0,3.9,6.5,6.4,59,41,4.0,3.0,10.0,3.0,3.0,20.0,80.0,8.0,13.0,11.0,2.0,0.0,0.0,3.0,3.0,11.0,5.0,2.0,27.0,70.0,10.0,19.0,19.0,2.0,0.0,0.0,1,1,1,1,2020
2350,EIBAR,CÁDIZ CF,0-2,0-2,3.7,5.0,7.3,73,27,5.0,3.0,9.0,1.0,7.0,33.0,82.0,30.0,9.0,10.0,1.0,0.0,0.0,2.0,4.0,6.0,0.0,2.0,27.0,46.0,25.0,29.0,10.0,1.0,0.0,0.0,0,2,2,0,2020
2351,REAL MADRID,HUESCA,4-1,2-0,6.1,7.5,5.3,59,41,3.0,6.0,13.0,4.0,6.0,28.0,89.0,4.0,11.0,16.0,0.0,0.0,0.0,6.0,2.0,9.0,1.0,3.0,14.0,86.0,8.0,15.0,9.0,2.0,0.0,0.0,4,1,1,4,2020
