,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
2352,ATHLETIC,SEVILLA FC,2-1,0-1,5.7,6.1,5.5,46,54,4.0,5.0,16.0,7.0,6.0,33.0,77.0,14.0,9.0,17.0,5.0,0.0,0.0,3.0,3.0,7.0,1.0,1.0,15.0,82.0,18.0,14.0,19.0,5.0,0.0,0.0,2,1,1,2,2020
2353,OSASUNA,ATLETICO MADRID,1-3,0-1,6.7,4.5,7.1,45,55,4.0,3.0,8.0,1.0,3.0,25.0,72.0,21.0,7.0,12.0,1.0,0.0,0.0,4.0,6.0,11.0,1.0,2.0,16.0,81.0,20.0,20.0,10.0,2.0,0.0,0.0,1,3,3,1,2020
2354,ALAVÉS,BARCELONA,1-1,1-0,5.5,5.6,7.4,20,80,1.0,3.0,4.0,0.0,2.0,15.0,65.0,9.0,28.0,16.0,3.0,1.0,0.0,8.0,9.0,25.0,8.0,14.0,24.0,90.0,8.0,7.0,4.0,3.0,0.0,0.0,1,1,1,1,2020
2355,REAL BETIS,ELCHE,3-1,2-0,6.1,7.2,4.9,60,40,5.0,10.0,17.0,2.0,1.0,20.0,90.0,5.0,2.0,13.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,17.0,87.0,8.0,11.0,12.0,1.0,0.0,0.0,3,1,1,3,2020
2356,CELTA,REAL SOCIEDAD,1-4,0-2,6.1,4.5,7.8,45,55,5.0,2.0,9.0,2.0,2.0,19.0,77.0,8.0,7.0,19.0,1.0,1.0,0.0,1.0,7.0,9.0,1.0,3.0,23.0,82.0,11.0,6.0,16.0,5.0,0.0,0.0,1,4,4,1,2020
2357,GRANADA,LEVANTE,1-1,1-1,4.2,5.7,6.4,28,72,3.0,2.0,5.0,0.0,2.0,20.0,63.0,15.0,35.0,7.0,2.0,0.0,1.0,10.0,4.0,19.0,5.0,8.0,20.0,85.0,23.0,12.0,14.0,3.0,0.0,0.0,1,1,1,1,2020
2358,VALENCIA,GETAFE,2-2,1-0,8.7,5.6,5.4,39,61,4.0,5.0,9.0,1.0,0.0,13.0,65.0,37.0,25.0,18.0,7.0,1.0,0.0,8.0,5.0,16.0,3.0,3.0,28.0,77.0,27.0,5.0,25.0,4.0,1.0,0.0,2,2,2,2,2020
2359,VILLARREAL,VALLADOLID,2-0,2-0,5.4,7.4,5.2,60,40,3.0,5.0,11.0,3.0,6.0,17.0,84.0,24.0,21.0,13.0,1.0,0.0,0.0,5.0,1.0,11.0,5.0,4.0,18.0,77.0,15.0,13.0,13.0,3.0,0.0,0.0,2,0,0,2,2020
2360,ELCHE,CELTA,1-1,1-1,4.9,6.2,6.1,51,49,5.0,1.0,8.0,2.0,3.0,21.0,84.0,12.0,5.0,18.0,3.0,0.0,0.0,7.0,6.0,14.0,1.0,3.0,20.0,84.0,13.0,15.0,12.0,4.0,0.0,0.0,1,1,1,1,2020
2361,HUESCA,EIBAR,1-1,0-1,4.6,6.4,5.6,59,41,8.0,6.0,14.0,0.0,4.0,31.0,78.0,21.0,21.0,16.0,2.0,0.0,0.0,4.0,3.0,8.0,1.0,3.0,26.0,71.0,15.0,26.0,30.0,0.0,0.0,0.0,1,1,1,1,2020
2362,BARCELONA,REAL BETIS,5-2,1-1,9.7,7.7,4.1,60,40,7.0,9.0,18.0,2.0,9.0,8.0,89.0,5.0,8.0,8.0,2.0,0.0,0.0,4.0,6.0,12.0,2.0,5.0,15.0,82.0,6.0,11.0,10.0,2.0,0.0,1.0,5,2,2,5,2020
2363,SEVILLA FC,OSASUNA,1-0,0-0,3.1,6.4,5.6,67,33,6.0,1.0,9.0,2.0,3.0,28.0,85.0,26.0,14.0,11.0,2.0,0.0,0.0,5.0,2.0,10.0,3.0,0.0,19.0,72.0,26.0,18.0,19.0,3.0,0.0,0.0,1,0,0,1,2020
2364,ATLETICO MADRID,CÁDIZ CF,4-0,2-0,5.8,7.9,5.1,67,33,5.0,7.0,17.0,5.0,2.0,10.0,91.0,18.0,18.0,10.0,1.0,0.0,0.0,6.0,3.0,10.0,1.0,7.0,18.0,78.0,10.0,11.0,9.0,1.0,0.0,0.0,4,0,0,4,2020
2365,GETAFE,VILLARREAL,1-3,1-2,5.7,4.9,7.1,44,56,2.0,5.0,13.0,6.0,3.0,35.0,74.0,24.0,12.0,18.0,3.0,0.0,0.0,2.0,5.0,9.0,2.0,3.0,16.0,76.0,21.0,22.0,11.0,4.0,0.0,0.0,1,3,3,1,2020
2366,REAL SOCIEDAD,GRANADA,2-0,2-0,5.3,7.3,3.6,73,27,9.0,9.0,22.0,4.0,15.0,15.0,86.0,24.0,8.0,8.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,17.0,65.0,15.0,30.0,11.0,1.0,0.0,0.0,2,0,0,2,2020
2367,LEVANTE,ALAVÉS,1-1,0-1,4.9,6.9,5.6,72,28,9.0,5.0,18.0,4.0,12.0,23.0,84.0,13.0,5.0,12.0,1.0,0.0,0.0,1.0,2.0,6.0,3.0,1.0,16.0,67.0,19.0,32.0,16.0,5.0,1.0,0.0,1,1,1,1,2020
2368,VALLADOLID,ATHLETIC,2-1,1-0,5.7,6.0,5.4,30,70,3.0,4.0,7.0,0.0,2.0,12.0,67.0,16.0,25.0,23.0,4.0,0.0,0.0,7.0,2.0,17.0,8.0,11.0,32.0,82.0,22.0,10.0,11.0,2.0,0.0,0.0,2,1,1,2,2020
2369,VALENCIA,REAL MADRID,4-1,2-1,6.8,7.4,4.6,35,65,3.0,4.0,7.0,0.0,1.0,11.0,78.0,8.0,30.0,13.0,3.0,0.0,0.0,10.0,6.0,16.0,0.0,8.0,22.0,90.0,14.0,5.0,14.0,2.0,0.0,0.0,4,1,1,4,2020
2370,OSASUNA,HUESCA,1-1,0-1,4.7,5.8,6.5,55,45,10.0,7.0,18.0,1.0,4.0,25.0,75.0,25.0,11.0,14.0,2.0,0.0,0.0,1.0,5.0,6.0,0.0,3.0,17.0,71.0,23.0,24.0,15.0,3.0,0.0,0.0,1,1,1,1,2020
2371,LEVANTE,ELCHE,1-1,1-0,4.9,6.0,7.2,43,57,4.0,5.0,13.0,4.0,5.0,23.0,82.0,7.0,11.0,15.0,1.0,0.0,0.0,1.0,5.0,11.0,5.0,4.0,18.0,85.0,7.0,14.0,11.0,4.0,0.0,0.0,1,1,1,1,2020
2372,VILLARREAL,REAL MADRID,1-1,0-1,3.9,6.7,6.4,47,53,6.0,1.0,13.0,6.0,4.0,11.0,89.0,3.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,6.0,5.0,2.0,21.0,89.0,7.0,11.0,14.0,2.0,0.0,0.0,1,1,1,1,2020
2373,SEVILLA FC,CELTA,4-2,2-2,9.1,6.8,5.3,57,43,4.0,10.0,15.0,1.0,3.0,26.0,86.0,20.0,10.0,14.0,2.0,0.0,0.0,2.0,7.0,10.0,1.0,2.0,20.0,79.0,19.0,22.0,20.0,2.0,0.0,0.0,4,2,2,4,2020
2374,ATLETICO MADRID,BARCELONA,1-0,1-0,4.1,6.5,6.5,46,54,4.0,2.0,9.0,3.0,8.0,19.0,85.0,8.0,18.0,12.0,4.0,0.0,0.0,4.0,4.0,13.0,5.0,8.0,13.0,89.0,11.0,14.0,6.0,0.0,0.0,0.0,1,0,0,1,2020
2375,EIBAR,GETAFE,0-0,0-0,3.1,5.6,5.6,51,49,8.0,5.0,14.0,1.0,3.0,22.0,59.0,32.0,13.0,16.0,2.0,1.0,0.0,4.0,3.0,8.0,1.0,4.0,30.0,54.0,26.0,18.0,22.0,4.0,0.0,0.0,0,0,0,0,2020
2376,CÁDIZ CF,REAL SOCIEDAD,0-1,0-0,2.5,5.9,6.3,32,68,2.0,0.0,2.0,0.0,1.0,26.0,63.0,16.0,15.0,14.0,2.0,0.0,0.0,7.0,4.0,14.0,3.0,6.0,18.0,83.0,16.0,10.0,14.0,1.0,0.0,0.0,0,1,1,0,2020
2377,GRANADA,VALLADOLID,1-3,0-1,6.1,4.8,6.5,59,41,8.0,6.0,16.0,2.0,5.0,32.0,75.0,23.0,9.0,16.0,4.0,0.0,0.0,5.0,3.0,9.0,1.0,3.0,16.0,64.0,25.0,19.0,14.0,3.0,0.0,0.0,1,3,3,1,2020
2378,ALAVÉS,VALENCIA,2-2,2-0,6.8,6.1,6.4,34,66,0.0,3.0,13.0,10.0,4.0,12.0,68.0,13.0,17.0,21.0,1.0,0.0,0.0,7.0,5.0,13.0,1.0,5.0,20.0,85.0,9.0,14.0,16.0,1.0,0.0,0.0,2,2,2,2,2020
2379,ATHLETIC,REAL BETIS,4-0,2-0,5.2,8.8,4.7,40,60,2.0,9.0,14.0,3.0,6.0,25.0,77.0,16.0,20.0,16.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.0,18.0,85.0,10.0,22.0,8.0,0.0,0.0,0.0,4,0,0,4,2020
2380,VALLADOLID,LEVANTE,1-1,0-0,4.4,5.8,6.2,35,65,6.0,4.0,10.0,0.0,3.0,22.0,67.0,13.0,30.0,18.0,0.0,0.0,0.0,7.0,3.0,10.0,0.0,11.0,20.0,80.0,14.0,16.0,11.0,3.0,0.0,0.0,1,1,1,1,2020
2381,ELCHE,CÁDIZ CF,1-1,1-0,4.3,5.8,6.6,47,53,1.0,3.0,4.0,0.0,1.0,12.0,82.0,26.0,29.0,16.0,5.0,1.0,0.0,2.0,2.0,6.0,2.0,9.0,15.0,86.0,10.0,7.0,15.0,2.0,0.0,0.0,1,1,1,1,2020
2382,VALENCIA,ATLETICO MADRID,0-1,0-0,3.7,5.5,6.7,33,67,1.0,2.0,5.0,2.0,2.0,18.0,73.0,15.0,24.0,12.0,2.0,0.0,0.0,7.0,6.0,14.0,1.0,7.0,15.0,85.0,13.0,5.0,15.0,5.0,0.0,0.0,0,1,1,0,2020
2383,HUESCA,SEVILLA FC,0-1,0-0,3.3,5.4,6.5,32,68,2.0,1.0,5.0,2.0,1.0,22.0,70.0,10.0,16.0,14.0,4.0,0.0,0.0,9.0,4.0,16.0,3.0,10.0,30.0,85.0,27.0,16.0,9.0,3.0,0.0,0.0,0,1,1,0,2020
2384,REAL MADRID,ALAVÉS,1-2,0-1,7.6,6.0,6.7,68,32,10.0,9.0,20.0,1.0,12.0,22.0,88.0,11.0,5.0,8.0,2.0,0.0,0.0,1.0,6.0,11.0,4.0,9.0,14.0,77.0,18.0,33.0,17.0,3.0,0.0,0.0,1,2,2,1,2020
2385,BARCELONA,OSASUNA,4-0,2-0,6.4,8.5,4.9,72,28,7.0,11.0,20.0,2.0,5.0,16.0,91.0,12.0,16.0,8.0,1.0,0.0,0.0,3.0,5.0,10.0,2.0,3.0,10.0,78.0,15.0,20.0,12.0,0.0,0.0,0.0,4,0,0,4,2020
2386,GETAFE,ATHLETIC,1-1,0-1,3.9,6.0,5.6,52,48,7.0,3.0,11.0,1.0,3.0,26.0,64.0,20.0,10.0,16.0,2.0,0.0,0.0,3.0,2.0,5.0,0.0,2.0,32.0,60.0,30.0,21.0,23.0,4.0,0.0,0.0,1,1,1,1,2020
2387,CELTA,GRANADA,3-1,1-1,6.7,6.9,4.7,68,32,7.0,8.0,17.0,2.0,8.0,15.0,84.0,28.0,2.0,14.0,5.0,0.0,1.0,6.0,2.0,9.0,1.0,0.0,19.0,67.0,16.0,20.0,13.0,3.0,0.0,0.0,3,1,1,3,2020
2388,REAL SOCIEDAD,VILLARREAL,1-1,1-1,3.9,5.7,6.2,55,45,2.0,4.0,8.0,2.0,4.0,30.0,79.0,17.0,18.0,18.0,5.0,0.0,0.0,4.0,2.0,10.0,4.0,4.0,23.0,74.0,15.0,17.0,12.0,3.0,0.0,0.0,1,1,1,1,2020
2389,REAL BETIS,EIBAR,0-2,0-0,4.2,4.6,6.5,63,37,2.0,3.0,7.0,2.0,6.0,33.0,74.0,38.0,14.0,13.0,2.0,0.0,0.0,5.0,6.0,11.0,0.0,2.0,21.0,56.0,26.0,22.0,14.0,1.0,0.0,0.0,0,2,2,0,2020
2390,ATHLETIC,CELTA,0-2,0-0,3.6,5.6,7.3,50,50,7.0,0.0,10.0,3.0,4.0,33.0,79.0,19.0,7.0,7.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,5.0,17.0,77.0,19.0,21.0,15.0,1.0,0.0,0.0,0,2,2,0,2020
2391,LEVANTE,GETAFE,3-0,2-0,5.6,7.8,3.8,69,31,3.0,8.0,12.0,1.0,5.0,16.0,85.0,10.0,21.0,12.0,2.0,0.0,0.0,7.0,0.0,9.0,2.0,5.0,22.0,64.0,13.0,22.0,13.0,6.0,1.0,1.0,3,0,0,3,2020
2392,SEVILLA FC,REAL MADRID,0-1,0-0,3.3,5.6,6.5,63,37,7.0,2.0,12.0,3.0,4.0,19.0,89.0,12.0,8.0,15.0,1.0,0.0,0.0,7.0,3.0,10.0,0.0,3.0,19.0,78.0,11.0,17.0,20.0,3.0,0.0,0.0,0,1,1,0,2020
2393,ATLETICO MADRID,VALLADOLID,2-0,0-0,4.4,6.6,6.0,54,46,8.0,4.0,15.0,3.0,4.0,14.0,83.0,14.0,16.0,10.0,4.0,0.0,0.0,6.0,3.0,13.0,4.0,4.0,13.0,80.0,15.0,8.0,10.0,2.0,0.0,0.0,2,0,0,2,2020
2394,CÁDIZ CF,BARCELONA,2-1,1-0,6.3,6.8,6.0,18,82,3.0,3.0,7.0,1.0,5.0,9.0,60.0,10.0,33.0,10.0,0.0,0.0,0.0,4.0,8.0,21.0,9.0,13.0,25.0,88.0,18.0,7.0,7.0,2.0,0.0,0.0,2,1,1,2,2020
2395,GRANADA,HUESCA,3-3,1-1,10.0,6.0,7.3,48,52,5.0,6.0,15.0,4.0,4.0,19.0,74.0,22.0,14.0,12.0,2.0,0.0,0.0,6.0,7.0,16.0,3.0,2.0,20.0,82.0,22.0,19.0,16.0,0.0,0.0,0.0,3,3,3,3,2020
2396,OSASUNA,REAL BETIS,0-2,0-0,4.2,5.0,7.2,48,52,5.0,1.0,10.0,5.0,2.0,27.0,72.0,38.0,24.0,16.0,3.0,0.0,0.0,5.0,5.0,12.0,2.0,5.0,17.0,72.0,29.0,29.0,12.0,2.0,0.0,0.0,0,2,2,0,2020
2397,VILLARREAL,ELCHE,0-0,0-0,2.4,5.7,6.7,57,43,6.0,3.0,12.0,3.0,4.0,12.0,88.0,14.0,6.0,16.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,21.0,80.0,13.0,12.0,13.0,2.0,0.0,0.0,0,0,0,0,2020
2398,ALAVÉS,REAL SOCIEDAD,0-0,0-0,2.4,5.7,7.1,32,68,3.0,1.0,5.0,1.0,2.0,20.0,67.0,24.0,28.0,3.0,1.0,0.0,1.0,6.0,5.0,13.0,2.0,3.0,23.0,84.0,13.0,11.0,11.0,0.0,0.0,0.0,0,0,0,0,2020
2399,EIBAR,VALENCIA,0-0,0-0,3.2,5.9,5.6,64,36,12.0,3.0,19.0,4.0,8.0,28.0,75.0,23.0,12.0,15.0,3.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,28.0,47.0,34.0,21.0,10.0,2.0,0.0,0.0,0,0,0,0,2020
2400,VALLADOLID,OSASUNA,3-2,1-2,7.7,6.3,5.1,47,53,3.0,6.0,11.0,2.0,3.0,26.0,71.0,25.0,36.0,14.0,4.0,0.0,0.0,3.0,6.0,13.0,4.0,3.0,18.0,72.0,34.0,10.0,18.0,5.0,0.0,0.0,3,2,2,3,2020
2401,VALENCIA,ATHLETIC,2-2,1-0,7.1,5.8,6.0,40,60,7.0,2.0,11.0,2.0,0.0,26.0,67.0,12.0,28.0,19.0,2.0,0.0,0.0,3.0,5.0,13.0,5.0,10.0,22.0,78.0,23.0,10.0,16.0,6.0,0.0,0.0,2,2,2,2,2020
2402,GETAFE,SEVILLA FC,0-1,0-0,3.2,5.4,6.5,25,75,5.0,2.0,8.0,1.0,5.0,14.0,65.0,11.0,18.0,14.0,2.0,0.0,0.0,5.0,0.0,8.0,3.0,3.0,20.0,89.0,18.0,13.0,13.0,3.0,0.0,0.0,0,1,1,0,2020
2403,HUESCA,ALAVÉS,1-0,0-0,2.8,7.5,4.5,67,33,6.0,3.0,11.0,2.0,5.0,12.0,85.0,19.0,14.0,14.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,19.0,66.0,24.0,19.0,20.0,4.0,0.0,0.0,1,0,0,1,2020
2404,REAL MADRID,ATLETICO MADRID,2-0,1-0,4.7,7.8,5.3,56,44,3.0,3.0,11.0,5.0,3.0,22.0,90.0,5.0,11.0,7.0,1.0,0.0,0.0,3.0,1.0,5.0,1.0,6.0,26.0,86.0,8.0,10.0,16.0,4.0,0.0,0.0,2,0,0,2,2020
2405,REAL SOCIEDAD,EIBAR,1-1,1-0,4.3,5.9,6.1,49,51,4.0,2.0,8.0,2.0,5.0,25.0,68.0,22.0,33.0,14.0,4.0,0.0,0.0,7.0,4.0,16.0,5.0,4.0,30.0,72.0,23.0,10.0,11.0,3.0,0.0,0.0,1,1,1,1,2020
2406,REAL BETIS,VILLARREAL,1-1,0-1,4.4,6.4,6.3,47,53,3.0,5.0,11.0,3.0,4.0,15.0,84.0,19.0,17.0,13.0,2.0,0.0,0.0,4.0,2.0,7.0,1.0,8.0,21.0,84.0,17.0,14.0,14.0,3.0,0.0,0.0,1,1,1,1,2020
2407,ELCHE,GRANADA,0-1,0-1,3.2,5.6,7.0,68,32,5.0,1.0,9.0,3.0,6.0,23.0,86.0,16.0,15.0,16.0,4.0,0.0,0.0,5.0,5.0,13.0,3.0,5.0,20.0,73.0,19.0,22.0,15.0,2.0,0.0,0.0,0,1,1,0,2020
2408,BARCELONA,LEVANTE,1-0,0-0,4.7,7.6,5.3,63,37,8.0,13.0,24.0,3.0,12.0,19.0,90.0,10.0,7.0,4.0,2.0,0.0,0.0,2.0,3.0,6.0,1.0,4.0,10.0,80.0,11.0,28.0,15.0,1.0,0.0,0.0,1,0,0,1,2020
2409,CELTA,CÁDIZ CF,4-0,4-0,5.1,7.7,4.8,61,39,3.0,4.0,7.0,0.0,1.0,17.0,83.0,13.0,23.0,24.0,2.0,0.0,0.0,6.0,2.0,12.0,4.0,5.0,20.0,77.0,21.0,11.0,9.0,1.0,0.0,0.0,4,0,0,4,2020
2410,ATHLETIC,HUESCA,2-0,0-0,4.9,7.1,4.9,54,46,6.0,3.0,10.0,1.0,5.0,18.0,87.0,10.0,20.0,9.0,0.0,0.0,0.0,2.0,1.0,6.0,3.0,5.0,18.0,82.0,8.0,9.0,16.0,2.0,1.0,0.0,2,0,0,2,2020
2411,ATLETICO MADRID,ELCHE,3-1,1-0,5.9,7.0,5.3,48,52,6.0,6.0,12.0,0.0,2.0,16.0,88.0,7.0,14.0,13.0,1.0,0.0,0.0,4.0,3.0,8.0,1.0,4.0,15.0,91.0,5.0,10.0,14.0,2.0,0.0,0.0,3,1,1,3,2020
2412,BARCELONA,VALENCIA,2-2,1-1,8.7,6.4,6.1,73,27,9.0,9.0,25.0,7.0,8.0,18.0,90.0,8.0,11.0,10.0,4.0,0.0,0.0,5.0,4.0,12.0,3.0,3.0,13.0,75.0,9.0,38.0,14.0,2.0,0.0,0.0,2,2,2,2,2020
2413,LEVANTE,REAL SOCIEDAD,2-1,1-1,6.2,6.6,5.8,45,55,3.0,5.0,13.0,5.0,3.0,13.0,79.0,10.0,21.0,19.0,2.0,0.0,0.0,9.0,5.0,15.0,1.0,4.0,23.0,83.0,14.0,11.0,14.0,1.0,0.0,0.0,2,1,1,2,2020
2414,OSASUNA,VILLARREAL,1-3,0-2,6.2,4.8,7.3,32,68,4.0,1.0,6.0,1.0,2.0,17.0,72.0,20.0,8.0,17.0,2.0,0.0,1.0,5.0,6.0,13.0,2.0,2.0,21.0,86.0,12.0,9.0,16.0,2.0,0.0,0.0,1,3,3,1,2020
2415,SEVILLA FC,VALLADOLID,1-1,1-0,5.6,6.0,6.4,59,41,7.0,3.0,14.0,4.0,7.0,23.0,85.0,10.0,21.0,14.0,3.0,0.0,0.0,4.0,5.0,12.0,3.0,7.0,18.0,75.0,19.0,18.0,10.0,4.0,0.0,0.0,1,1,1,1,2020
2416,CELTA,ALAVÉS,2-0,1-0,3.8,6.6,5.8,55,45,4.0,3.0,11.0,4.0,3.0,15.0,78.0,10.0,17.0,18.0,2.0,0.0,0.0,3.0,2.0,8.0,3.0,5.0,30.0,74.0,23.0,13.0,12.0,2.0,0.0,0.0,2,0,0,2,2020
2417,GRANADA,REAL BETIS,2-0,2-0,3.9,6.3,5.1,31,69,4.0,3.0,8.0,1.0,1.0,13.0,59.0,17.0,23.0,21.0,3.0,0.0,0.0,6.0,1.0,14.0,7.0,10.0,30.0,81.0,34.0,10.0,16.0,4.0,0.0,0.0,2,0,0,2,2020
2418,CÁDIZ CF,GETAFE,0-2,0-1,3.9,5.4,6.6,61,39,4.0,1.0,8.0,3.0,2.0,18.0,82.0,26.0,17.0,8.0,2.0,0.0,0.0,1.0,4.0,6.0,1.0,4.0,18.0,67.0,21.0,23.0,23.0,7.0,0.0,0.0,0,2,2,0,2020
2419,EIBAR,REAL MADRID,1-3,1-2,6.0,5.3,7.2,34,66,6.0,3.0,10.0,1.0,4.0,18.0,71.0,11.0,10.0,11.0,1.0,0.0,0.0,3.0,5.0,11.0,3.0,4.0,20.0,84.0,18.0,18.0,7.0,0.0,0.0,0.0,1,3,3,1,2020
2420,VALENCIA,SEVILLA FC,0-1,0-0,3.7,5.7,6.5,30,70,2.0,4.0,10.0,4.0,3.0,14.0,69.0,20.0,28.0,11.0,3.0,0.0,0.0,14.0,3.0,19.0,2.0,5.0,19.0,85.0,28.0,11.0,17.0,2.0,0.0,0.0,0,1,1,0,2020
2421,ELCHE,OSASUNA,2-2,0-1,7.4,6.4,5.8,66,34,5.0,2.0,7.0,0.0,4.0,14.0,86.0,19.0,13.0,8.0,1.0,0.0,0.0,8.0,6.0,15.0,1.0,4.0,20.0,72.0,26.0,19.0,17.0,1.0,1.0,0.0,2,2,2,2,2020
2422,REAL SOCIEDAD,ATLETICO MADRID,0-2,0-0,3.5,5.2,6.9,59,41,3.0,1.0,6.0,2.0,5.0,25.0,82.0,18.0,14.0,20.0,3.0,0.0,0.0,2.0,3.0,8.0,3.0,5.0,7.0,78.0,18.0,25.0,17.0,3.0,0.0,0.0,0,2,2,0,2020
2423,HUESCA,LEVANTE,1-1,1-0,4.1,6.9,5.6,54,46,4.0,2.0,11.0,5.0,10.0,17.0,84.0,12.0,19.0,10.0,2.0,0.0,0.0,7.0,1.0,9.0,1.0,3.0,21.0,77.0,12.0,32.0,17.0,3.0,0.0,0.0,1,1,1,1,2020
2424,VILLARREAL,ATHLETIC,1-1,0-1,4.8,6.6,6.0,66,34,10.0,6.0,17.0,1.0,6.0,21.0,84.0,17.0,14.0,10.0,1.0,0.0,0.0,4.0,3.0,9.0,2.0,4.0,17.0,74.0,14.0,18.0,18.0,1.0,0.0,0.0,1,1,1,1,2020
2425,VALLADOLID,BARCELONA,0-3,0-2,7.0,5.3,8.3,39,61,7.0,5.0,12.0,0.0,4.0,16.0,84.0,6.0,9.0,12.0,1.0,0.0,0.0,6.0,10.0,21.0,5.0,5.0,13.0,90.0,7.0,9.0,10.0,2.0,0.0,0.0,0,3,3,0,2020
2426,GETAFE,CELTA,1-1,1-1,3.4,5.9,6.2,38,62,0.0,3.0,6.0,3.0,1.0,21.0,71.0,24.0,12.0,17.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,21.0,76.0,28.0,13.0,16.0,3.0,0.0,0.0,1,1,1,1,2020
2427,REAL MADRID,GRANADA,2-0,0-0,5.1,7.2,5.0,67,33,7.0,6.0,23.0,10.0,8.0,26.0,85.0,25.0,15.0,13.0,2.0,0.0,0.0,7.0,1.0,10.0,2.0,1.0,27.0,67.0,12.0,17.0,11.0,1.0,0.0,0.0,2,0,0,2,2020
