,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
2505,GETAFE,REAL SOCIEDAD,0-1,0-1,2.3,5.4,6.4,44,56,1.0,0.0,4.0,3.0,2.0,23.0,62.0,26.0,19.0,23.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,5.0,29.0,72.0,23.0,11.0,19.0,3.0,0.0,0.0,0,1,1,0,2020
2506,REAL MADRID,VALENCIA,2-0,2-0,4.2,7.6,5.1,61,39,4.0,7.0,16.0,5.0,6.0,20.0,91.0,7.0,5.0,13.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,13.0,84.0,11.0,9.0,12.0,3.0,0.0,0.0,2,0,0,2,2020
2507,LEVANTE,OSASUNA,0-1,0-0,3.1,5.6,6.4,63,37,4.0,4.0,13.0,5.0,2.0,27.0,76.0,25.0,7.0,13.0,1.0,0.0,0.0,4.0,2.0,7.0,1.0,1.0,25.0,65.0,27.0,23.0,10.0,2.0,0.0,0.0,0,1,1,0,2020
2508,VILLARREAL,REAL BETIS,1-2,0-1,5.7,5.8,6.4,56,44,3.0,5.0,9.0,1.0,7.0,21.0,85.0,12.0,11.0,19.0,3.0,0.0,0.0,6.0,4.0,15.0,5.0,3.0,17.0,80.0,15.0,22.0,13.0,2.0,0.0,0.0,1,2,2,1,2020
2509,CÁDIZ CF,ATHLETIC,0-4,0-3,5.3,4.6,8.4,42,58,5.0,2.0,11.0,4.0,5.0,16.0,78.0,9.0,11.0,15.0,3.0,0.0,0.0,4.0,8.0,13.0,1.0,8.0,21.0,82.0,9.0,19.0,13.0,2.0,0.0,0.0,0,4,4,0,2020
2510,REAL BETIS,GETAFE,1-0,0-0,3.7,6.3,4.7,65,35,5.0,5.0,12.0,2.0,5.0,27.0,78.0,17.0,16.0,17.0,4.0,1.0,0.0,3.0,1.0,6.0,2.0,2.0,29.0,65.0,30.0,8.0,18.0,4.0,0.0,0.0,1,0,0,1,2020
2511,ELCHE,EIBAR,1-0,1-0,2.9,6.6,5.3,49,51,4.0,2.0,6.0,0.0,1.0,17.0,70.0,26.0,20.0,16.0,2.0,0.0,0.0,8.0,3.0,13.0,2.0,4.0,24.0,72.0,20.0,8.0,9.0,1.0,0.0,0.0,1,0,0,1,2020
2512,ATLETICO MADRID,LEVANTE,0-2,0-1,6.1,6.2,6.3,55,45,13.0,11.0,28.0,4.0,12.0,25.0,86.0,15.0,10.0,10.0,2.0,0.0,0.0,3.0,2.0,6.0,1.0,2.0,14.0,78.0,4.0,32.0,15.0,3.0,0.0,0.0,0,2,2,0,2020
2513,VALENCIA,CELTA,2-0,0-0,4.6,6.8,5.2,58,42,6.0,3.0,10.0,1.0,6.0,19.0,82.0,26.0,18.0,9.0,2.0,0.0,0.0,3.0,2.0,5.0,1.0,1.0,24.0,76.0,20.0,26.0,19.0,3.0,0.0,1.0,2,0,0,2,2020
2514,VALLADOLID,REAL MADRID,0-1,0-0,3.3,6.0,6.6,34,66,1.0,5.0,9.0,3.0,4.0,29.0,71.0,10.0,21.0,13.0,4.0,0.0,0.0,7.0,2.0,10.0,1.0,5.0,25.0,87.0,21.0,16.0,11.0,2.0,0.0,0.0,0,1,1,0,2020
2515,BARCELONA,CÁDIZ CF,1-1,1-0,4.6,6.0,6.6,81,19,11.0,4.0,20.0,5.0,8.0,29.0,92.0,17.0,10.0,13.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,15.0,55.0,11.0,26.0,12.0,2.0,0.0,0.0,1,1,1,1,2020
2516,REAL SOCIEDAD,ALAVÉS,4-0,1-0,4.5,7.8,5.1,65,35,1.0,4.0,8.0,4.0,4.0,24.0,83.0,14.0,17.0,17.0,3.0,0.0,0.0,3.0,2.0,7.0,2.0,3.0,20.0,74.0,26.0,20.0,16.0,2.0,0.0,0.0,4,0,0,4,2020
2517,HUESCA,GRANADA,3-2,3-1,8.2,6.2,4.2,60,40,7.0,6.0,15.0,2.0,5.0,15.0,79.0,19.0,8.0,13.0,3.0,0.0,0.0,3.0,5.0,8.0,0.0,2.0,27.0,70.0,16.0,20.0,14.0,3.0,0.0,1.0,3,2,2,3,2020
2518,ATHLETIC,VILLARREAL,1-1,1-1,4.5,6.8,6.3,48,52,3.0,8.0,18.0,7.0,6.0,28.0,87.0,11.0,8.0,12.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,16.0,84.0,6.0,19.0,12.0,2.0,0.0,0.0,1,1,1,1,2020
2519,OSASUNA,SEVILLA FC,0-2,0-1,4.0,5.2,7.0,41,59,5.0,0.0,6.0,1.0,3.0,18.0,76.0,20.0,14.0,14.0,2.0,0.0,0.0,2.0,5.0,10.0,3.0,5.0,26.0,82.0,19.0,18.0,15.0,2.0,0.0,0.0,0,2,2,0,2020
2520,LEVANTE,ATHLETIC,1-1,1-0,4.7,5.6,6.2,44,56,5.0,4.0,10.0,1.0,2.0,21.0,77.0,5.0,22.0,11.0,3.0,0.0,0.0,4.0,5.0,11.0,2.0,10.0,17.0,84.0,15.0,8.0,13.0,1.0,0.0,1.0,1,1,1,1,2020
2521,EIBAR,HUESCA,1-1,0-0,4.6,5.7,6.7,55,45,11.0,3.0,17.0,3.0,6.0,13.0,81.0,24.0,18.0,19.0,2.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,27.0,71.0,25.0,17.0,11.0,2.0,0.0,0.0,1,1,1,1,2020
2522,SEVILLA FC,BARCELONA,0-2,0-1,4.5,5.3,7.4,44,56,2.0,2.0,4.0,0.0,3.0,16.0,84.0,12.0,9.0,20.0,5.0,0.0,0.0,3.0,5.0,9.0,1.0,3.0,9.0,87.0,9.0,8.0,9.0,2.0,0.0,0.0,0,2,2,0,2020
2523,ALAVÉS,OSASUNA,0-1,0-0,2.4,5.2,6.6,53,47,2.0,1.0,4.0,1.0,5.0,22.0,70.0,25.0,24.0,18.0,3.0,0.0,0.0,1.0,3.0,6.0,2.0,2.0,28.0,66.0,28.0,23.0,20.0,4.0,0.0,0.0,0,1,1,0,2020
2524,GETAFE,VALENCIA,3-0,1-0,5.0,6.5,5.1,42,58,8.0,4.0,15.0,3.0,3.0,30.0,59.0,21.0,15.0,21.0,5.0,0.0,0.0,3.0,0.0,5.0,2.0,6.0,23.0,69.0,29.0,19.0,12.0,2.0,0.0,1.0,3,0,0,3,2020
2525,CELTA,VALLADOLID,1-1,0-0,4.5,6.1,6.3,66,34,6.0,2.0,11.0,3.0,3.0,26.0,82.0,25.0,12.0,20.0,3.0,0.0,0.0,3.0,3.0,7.0,1.0,5.0,28.0,66.0,18.0,18.0,20.0,5.0,0.0,0.0,1,1,1,1,2020
2526,CÁDIZ CF,REAL BETIS,0-1,0-0,3.2,5.9,6.6,35,65,1.0,3.0,5.0,1.0,3.0,22.0,69.0,16.0,17.0,9.0,1.0,0.0,0.0,3.0,4.0,9.0,2.0,7.0,20.0,86.0,20.0,15.0,13.0,2.0,0.0,0.0,0,1,1,0,2020
2527,GRANADA,ELCHE,2-1,1-1,5.2,6.3,5.9,43,57,6.0,4.0,13.0,3.0,5.0,20.0,66.0,24.0,18.0,14.0,3.0,0.0,0.0,6.0,4.0,12.0,2.0,5.0,23.0,70.0,26.0,9.0,12.0,2.0,0.0,0.0,2,1,1,2,2020
2528,VILLARREAL,ATLETICO MADRID,0-2,0-1,5.0,5.4,7.0,63,37,7.0,6.0,19.0,6.0,10.0,15.0,87.0,11.0,9.0,15.0,2.0,0.0,0.0,1.0,5.0,6.0,0.0,2.0,21.0,77.0,11.0,34.0,19.0,3.0,0.0,0.0,0,2,2,0,2020
2529,REAL MADRID,REAL SOCIEDAD,1-1,0-0,5.6,6.5,6.4,59,41,9.0,3.0,20.0,8.0,13.0,21.0,89.0,15.0,9.0,6.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,4.0,14.0,83.0,17.0,32.0,10.0,1.0,0.0,0.0,1,1,1,1,2020
2530,VALENCIA,VILLARREAL,2-1,0-1,7.2,5.9,5.6,53,47,16.0,4.0,25.0,5.0,5.0,24.0,85.0,16.0,5.0,12.0,4.0,0.0,0.0,4.0,5.0,10.0,1.0,3.0,13.0,82.0,16.0,17.0,10.0,3.0,0.0,0.0,2,1,1,2,2020
2531,VALLADOLID,GETAFE,2-1,2-1,4.8,6.1,5.4,51,49,1.0,3.0,4.0,0.0,1.0,31.0,60.0,35.0,32.0,16.0,2.0,0.0,0.0,6.0,2.0,9.0,1.0,6.0,33.0,56.0,34.0,5.0,19.0,2.0,0.0,1.0,2,1,1,2,2020
2532,ELCHE,SEVILLA FC,2-1,0-0,6.0,6.8,5.5,37,63,1.0,3.0,6.0,2.0,6.0,14.0,78.0,15.0,10.0,16.0,4.0,0.0,0.0,6.0,3.0,11.0,2.0,3.0,14.0,87.0,11.0,20.0,11.0,0.0,0.0,0.0,2,1,1,2,2020
2533,CÁDIZ CF,EIBAR,1-0,1-0,3.2,6.3,4.6,32,68,4.0,2.0,6.0,0.0,0.0,26.0,56.0,28.0,30.0,7.0,2.0,0.0,0.0,10.0,1.0,16.0,5.0,12.0,30.0,77.0,27.0,9.0,11.0,2.0,0.0,0.0,1,0,0,1,2020
2534,OSASUNA,BARCELONA,0-2,0-1,4.6,5.7,7.5,37,63,4.0,3.0,10.0,3.0,3.0,19.0,80.0,11.0,13.0,4.0,0.0,0.0,0.0,2.0,6.0,13.0,5.0,4.0,15.0,89.0,9.0,18.0,12.0,2.0,0.0,0.0,0,2,2,0,2020
2535,HUESCA,CELTA,3-4,2-2,9.8,5.5,6.4,50,50,10.0,7.0,19.0,2.0,6.0,26.0,75.0,23.0,4.0,12.0,0.0,0.0,0.0,1.0,7.0,10.0,2.0,3.0,12.0,78.0,14.0,25.0,21.0,2.0,0.0,0.0,3,4,4,3,2020
2536,ATLETICO MADRID,REAL MADRID,1-1,1-0,5.6,5.9,6.9,39,61,3.0,5.0,11.0,3.0,1.0,14.0,83.0,8.0,23.0,19.0,5.0,0.0,0.0,8.0,8.0,18.0,2.0,6.0,20.0,88.0,9.0,10.0,9.0,1.0,0.0,0.0,1,1,1,1,2020
2537,REAL SOCIEDAD,LEVANTE,1-0,1-0,4.6,7.1,4.9,52,48,13.0,8.0,25.0,4.0,7.0,34.0,80.0,24.0,11.0,13.0,0.0,0.0,0.0,3.0,1.0,6.0,2.0,5.0,13.0,77.0,16.0,18.0,14.0,2.0,0.0,0.0,1,0,0,1,2020
2538,ATHLETIC,GRANADA,2-1,1-0,6.1,6.2,5.6,49,51,0.0,5.0,7.0,2.0,6.0,20.0,73.0,17.0,21.0,10.0,2.0,0.0,0.0,5.0,3.0,13.0,5.0,9.0,20.0,78.0,26.0,23.0,10.0,1.0,0.0,0.0,2,1,1,2,2020
2539,REAL BETIS,ALAVÉS,3-2,0-2,8.5,7.3,4.8,77,23,5.0,8.0,23.0,10.0,12.0,15.0,89.0,15.0,6.0,13.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,17.0,63.0,25.0,27.0,11.0,3.0,0.0,0.0,3,2,2,3,2020
2540,LEVANTE,VALENCIA,1-0,1-0,3.4,6.3,5.8,44,56,6.0,3.0,11.0,2.0,3.0,17.0,77.0,11.0,9.0,17.0,3.0,0.0,0.0,3.0,2.0,11.0,6.0,3.0,24.0,82.0,12.0,5.0,13.0,4.0,0.0,0.0,1,0,0,1,2020
2541,ALAVÉS,CÁDIZ CF,1-1,1-0,3.9,5.4,6.3,51,49,6.0,3.0,9.0,1.0,2.0,33.0,71.0,35.0,14.0,22.0,2.0,1.0,0.0,7.0,1.0,9.0,1.0,5.0,23.0,69.0,22.0,12.0,6.0,3.0,0.0,0.0,1,1,1,1,2020
2542,REAL MADRID,ELCHE,2-1,0-0,5.4,6.5,5.6,65,35,10.0,4.0,17.0,3.0,6.0,22.0,87.0,16.0,13.0,11.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,23.0,76.0,11.0,22.0,16.0,1.0,0.0,0.0,2,1,1,2,2020
2543,OSASUNA,VALLADOLID,0-0,0-0,2.2,6.2,6.2,53,47,8.0,2.0,14.0,4.0,7.0,24.0,68.0,42.0,18.0,12.0,2.0,0.0,0.0,6.0,2.0,12.0,4.0,3.0,28.0,67.0,25.0,20.0,9.0,3.0,0.0,0.0,0,0,0,0,2020
2544,GETAFE,ATLETICO MADRID,0-0,0-0,3.5,5.4,6.6,27,73,8.0,2.0,11.0,1.0,3.0,14.0,54.0,19.0,24.0,9.0,1.0,0.0,1.0,6.0,7.0,15.0,2.0,11.0,25.0,85.0,20.0,21.0,17.0,5.0,0.0,0.0,0,0,0,0,2020
2545,CELTA,ATHLETIC,0-0,0-0,2.0,6.7,6.5,66,34,5.0,3.0,13.0,5.0,1.0,27.0,86.0,15.0,14.0,20.0,3.0,0.0,0.0,4.0,1.0,6.0,1.0,3.0,26.0,72.0,16.0,16.0,13.0,1.0,0.0,0.0,0,0,0,0,2020
2546,GRANADA,REAL SOCIEDAD,1-0,0-0,2.6,6.5,5.7,32,68,5.0,2.0,7.0,0.0,4.0,25.0,65.0,25.0,19.0,23.0,2.0,0.0,0.0,3.0,1.0,7.0,3.0,6.0,29.0,82.0,20.0,12.0,16.0,3.0,0.0,0.0,1,0,0,1,2020
2547,EIBAR,VILLARREAL,1-3,0-2,7.6,4.8,7.0,60,40,5.0,7.0,16.0,4.0,7.0,23.0,84.0,18.0,14.0,12.0,2.0,0.0,0.0,3.0,8.0,13.0,2.0,2.0,19.0,72.0,16.0,35.0,9.0,2.0,0.0,1.0,1,3,3,1,2020
2548,SEVILLA FC,REAL BETIS,1-0,1-0,3.3,6.3,5.8,53,47,4.0,3.0,9.0,2.0,3.0,18.0,84.0,21.0,28.0,12.0,3.0,0.0,0.0,5.0,3.0,13.0,5.0,6.0,23.0,80.0,15.0,1.0,14.0,5.0,0.0,0.0,1,0,0,1,2020
2549,BARCELONA,HUESCA,4-1,2-1,6.6,7.2,5.3,69,31,4.0,5.0,12.0,3.0,7.0,13.0,93.0,5.0,9.0,8.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,3.0,13.0,84.0,6.0,18.0,13.0,2.0,0.0,0.0,4,1,1,4,2020
2550,REAL BETIS,LEVANTE,2-0,0-0,4.1,7.3,5.4,56,44,6.0,6.0,15.0,3.0,4.0,16.0,84.0,4.0,10.0,14.0,2.0,0.0,0.0,4.0,1.0,7.0,2.0,1.0,22.0,77.0,9.0,9.0,10.0,0.0,0.0,0.0,2,0,0,2,2020
2551,ATHLETIC,EIBAR,1-1,1-1,4.1,6.4,6.0,55,45,8.0,4.0,18.0,6.0,10.0,34.0,78.0,22.0,9.0,5.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,20.0,75.0,30.0,22.0,15.0,1.0,0.0,0.0,1,1,1,1,2020
2552,CELTA,REAL MADRID,1-3,1-2,6.4,5.5,7.1,51,49,2.0,3.0,8.0,3.0,1.0,17.0,84.0,9.0,15.0,23.0,3.0,0.0,0.0,4.0,4.0,16.0,8.0,7.0,20.0,84.0,6.0,16.0,13.0,4.0,0.0,0.0,1,3,3,1,2020
2553,HUESCA,OSASUNA,0-0,0-0,2.6,6.5,6.1,56,44,7.0,3.0,15.0,5.0,5.0,29.0,75.0,22.0,14.0,9.0,1.0,0.0,0.0,3.0,2.0,7.0,2.0,1.0,23.0,69.0,23.0,35.0,13.0,2.0,0.0,0.0,0,0,0,0,2020
2554,VALLADOLID,SEVILLA FC,1-1,1-0,4.9,6.1,6.7,31,69,1.0,2.0,3.0,0.0,2.0,11.0,72.0,16.0,24.0,17.0,3.0,0.0,0.0,4.0,4.0,11.0,3.0,8.0,23.0,88.0,13.0,12.0,10.0,1.0,0.0,0.0,1,1,1,1,2020
2555,GETAFE,ELCHE,1-1,0-1,4.5,5.3,5.8,48,52,4.0,5.0,12.0,3.0,4.0,25.0,58.0,35.0,27.0,17.0,3.0,0.0,0.0,3.0,2.0,6.0,1.0,8.0,25.0,60.0,32.0,27.0,21.0,7.0,0.0,0.0,1,1,1,1,2020
2556,VILLARREAL,CÁDIZ CF,2-1,1-0,5.7,6.6,5.7,58,42,3.0,4.0,13.0,6.0,5.0,15.0,87.0,20.0,25.0,14.0,3.0,0.0,0.0,5.0,3.0,9.0,1.0,6.0,25.0,80.0,10.0,26.0,6.0,3.0,0.0,0.0,2,1,1,2,2020
2557,VALENCIA,GRANADA,2-1,1-0,6.3,7.0,5.1,49,51,5.0,9.0,18.0,4.0,3.0,18.0,78.0,15.0,20.0,11.0,0.0,0.0,0.0,8.0,3.0,15.0,4.0,4.0,22.0,77.0,17.0,14.0,11.0,3.0,0.0,0.0,2,1,1,2,2020
2558,ATLETICO MADRID,ALAVÉS,1-0,0-0,3.8,6.3,5.7,62,38,4.0,4.0,8.0,0.0,5.0,19.0,82.0,13.0,14.0,17.0,3.0,0.0,0.0,2.0,3.0,9.0,4.0,5.0,15.0,69.0,16.0,23.0,12.0,2.0,0.0,0.0,1,0,0,1,2020
2559,REAL SOCIEDAD,BARCELONA,1-6,0-2,7.2,4.3,8.7,31,69,1.0,5.0,10.0,4.0,1.0,12.0,80.0,6.0,11.0,11.0,3.0,0.0,0.0,0.0,10.0,14.0,4.0,1.0,22.0,90.0,6.0,4.0,12.0,2.0,0.0,0.0,1,6,6,1,2020
2560,LEVANTE,HUESCA,0-2,0-1,3.9,5.2,7.7,62,38,7.0,3.0,13.0,3.0,8.0,28.0,85.0,12.0,5.0,15.0,2.0,0.0,0.0,4.0,2.0,6.0,0.0,2.0,23.0,73.0,14.0,20.0,7.0,2.0,0.0,0.0,0,2,2,0,2020
2561,GRANADA,VILLARREAL,0-3,0-2,5.0,4.3,7.6,44,56,3.0,2.0,6.0,1.0,3.0,30.0,77.0,12.0,10.0,14.0,2.0,0.0,0.0,5.0,6.0,15.0,4.0,5.0,24.0,83.0,13.0,15.0,14.0,2.0,0.0,0.0,0,3,3,0,2020
2562,REAL MADRID,EIBAR,2-0,1-0,5.3,7.3,5.7,64,36,6.0,8.0,21.0,7.0,5.0,23.0,88.0,20.0,24.0,6.0,0.0,0.0,0.0,6.0,4.0,10.0,1.0,9.0,22.0,75.0,13.0,9.0,8.0,2.0,0.0,0.0,2,0,0,2,2020
2563,OSASUNA,GETAFE,0-0,0-0,1.7,5.6,6.1,58,42,2.0,1.0,4.0,1.0,2.0,23.0,67.0,52.0,33.0,23.0,2.0,0.0,0.0,3.0,2.0,6.0,1.0,4.0,26.0,50.0,36.0,22.0,18.0,3.0,0.0,0.0,0,0,0,0,2020
2564,ALAVÉS,CELTA,1-3,0-3,7.3,4.9,6.9,54,46,3.0,7.0,17.0,7.0,6.0,28.0,77.0,31.0,5.0,9.0,4.0,0.0,0.0,1.0,6.0,8.0,1.0,2.0,16.0,71.0,16.0,24.0,21.0,4.0,1.0,0.0,1,3,3,1,2020
2565,ELCHE,REAL BETIS,1-1,1-1,4.3,6.3,6.1,47,53,1.0,3.0,7.0,4.0,7.0,18.0,81.0,7.0,9.0,9.0,1.0,0.0,0.0,7.0,3.0,13.0,3.0,2.0,18.0,85.0,14.0,17.0,15.0,4.0,0.0,0.0,1,1,1,1,2020
2566,CÁDIZ CF,VALENCIA,2-1,1-1,6.2,6.5,6.2,33,67,4.0,2.0,6.0,1.0,4.0,23.0,66.0,17.0,15.0,10.0,2.0,0.0,0.0,4.0,6.0,11.0,1.0,13.0,16.0,85.0,10.0,20.0,7.0,2.0,0.0,0.0,2,1,1,2,2020
2567,SEVILLA FC,ATLETICO MADRID,1-0,0-0,4.4,6.4,5.4,56,44,8.0,5.0,18.0,5.0,3.0,27.0,85.0,15.0,25.0,13.0,2.0,0.0,0.0,2.0,4.0,9.0,3.0,2.0,18.0,79.0,17.0,17.0,11.0,4.0,0.0,0.0,1,0,0,1,2020
2568,BARCELONA,VALLADOLID,1-0,0-0,5.4,7.2,5.2,68,32,8.0,10.0,25.0,7.0,4.0,19.0,90.0,13.0,10.0,12.0,3.0,0.0,0.0,5.0,2.0,7.0,0.0,1.0,12.0,75.0,15.0,19.0,13.0,3.0,0.0,1.0,1,0,0,1,2020
2569,REAL SOCIEDAD,ATHLETIC,1-1,0-0,4.5,6.2,6.4,51,49,10.0,2.0,12.0,0.0,3.0,23.0,81.0,19.0,17.0,18.0,3.0,0.0,0.0,7.0,2.0,11.0,2.0,6.0,18.0,78.0,14.0,8.0,7.0,1.0,0.0,0.0,1,1,1,1,2020
2570,HUESCA,ELCHE,3-1,2-1,5.7,6.9,5.1,33,67,1.0,5.0,8.0,2.0,6.0,21.0,73.0,11.0,21.0,17.0,2.0,0.0,0.0,3.0,2.0,8.0,3.0,6.0,24.0,89.0,13.0,16.0,13.0,2.0,0.0,0.0,3,1,1,3,2020
2571,GETAFE,CÁDIZ CF,0-1,0-0,3.7,4.9,6.7,58,42,9.0,4.0,19.0,6.0,10.0,28.0,69.0,35.0,20.0,10.0,3.0,0.0,0.0,4.0,3.0,8.0,1.0,4.0,28.0,58.0,49.0,39.0,13.0,2.0,0.0,0.0,0,1,1,0,2020
2572,ATHLETIC,ALAVÉS,0-0,0-0,2.5,6.6,6.0,44,56,5.0,4.0,11.0,2.0,6.0,28.0,76.0,12.0,15.0,13.0,2.0,0.0,0.0,5.0,1.0,9.0,4.0,6.0,25.0,80.0,20.0,14.0,15.0,2.0,0.0,0.0,0,0,0,0,2020
2573,EIBAR,LEVANTE,0-1,0-1,2.9,5.7,6.5,53,47,4.0,4.0,10.0,2.0,6.0,20.0,73.0,27.0,8.0,9.0,3.0,0.0,0.0,3.0,1.0,6.0,2.0,3.0,30.0,72.0,19.0,25.0,7.0,2.0,0.0,0.0,0,1,1,0,2020
2574,REAL MADRID,BARCELONA,2-1,2-0,7.3,6.7,5.9,31,69,6.0,3.0,14.0,5.0,5.0,14.0,78.0,7.0,19.0,16.0,2.0,1.0,0.0,7.0,4.0,18.0,7.0,6.0,26.0,90.0,9.0,11.0,10.0,4.0,0.0,0.0,2,1,1,2,2020
2575,VILLARREAL,OSASUNA,1-2,0-0,5.5,5.9,6.5,68,32,6.0,6.0,15.0,3.0,6.0,31.0,83.0,18.0,16.0,6.0,0.0,0.0,0.0,3.0,4.0,12.0,5.0,5.0,17.0,67.0,27.0,30.0,12.0,0.0,0.0,0.0,1,2,2,1,2020
2576,VALENCIA,REAL SOCIEDAD,2-2,0-2,7.1,5.3,5.6,41,59,5.0,2.0,9.0,2.0,4.0,11.0,75.0,27.0,16.0,11.0,5.0,1.0,0.0,6.0,5.0,16.0,5.0,5.0,13.0,80.0,17.0,9.0,17.0,4.0,0.0,0.0,2,2,2,2,2020
2577,VALLADOLID,GRANADA,1-2,1-0,6.0,5.3,6.7,54,46,3.0,3.0,7.0,1.0,2.0,19.0,79.0,20.0,19.0,14.0,4.0,0.0,0.0,5.0,6.0,12.0,1.0,4.0,21.0,74.0,24.0,14.0,15.0,2.0,0.0,0.0,1,2,2,1,2020
2578,REAL BETIS,ATLETICO MADRID,1-1,1-1,4.5,6.9,6.6,54,46,1.0,4.0,8.0,3.0,5.0,16.0,86.0,21.0,34.0,12.0,0.0,0.0,0.0,4.0,4.0,10.0,2.0,5.0,27.0,83.0,15.0,11.0,13.0,0.0,0.0,0.0,1,1,1,1,2020
2579,CELTA,SEVILLA FC,3-4,3-2,9.0,5.7,6.9,42,58,3.0,5.0,12.0,4.0,5.0,15.0,77.0,10.0,19.0,18.0,3.0,0.0,0.0,5.0,6.0,13.0,2.0,2.0,28.0,85.0,18.0,17.0,15.0,2.0,0.0,0.0,3,4,4,3,2020
2580,LEVANTE,SEVILLA FC,0-1,0-0,3.2,5.3,7.2,43,57,2.0,1.0,6.0,3.0,2.0,23.0,78.0,13.0,12.0,15.0,4.0,0.0,0.0,4.0,3.0,10.0,3.0,3.0,29.0,86.0,15.0,16.0,13.0,1.0,0.0,0.0,0,1,1,0,2020
2581,OSASUNA,VALENCIA,3-1,2-1,7.2,6.7,4.7,44,56,6.0,9.0,18.0,3.0,5.0,20.0,75.0,12.0,14.0,17.0,1.0,0.0,0.0,5.0,5.0,10.0,0.0,6.0,21.0,80.0,15.0,16.0,11.0,2.0,0.0,0.0,3,1,1,3,2020
